OptionNumber,HeatIn,AllowableTempC,WorkingDiameter,WorkingLength,TubeOD,TubeID,LinearDensity,InletTempC,ArDesignMassFlowRateKgS,NumberArTraces,CoolantCp,CoolantMu,CoolantRho,CoolantDesignMassFlowRate,NumberCoolantTraces,ArSatFrac,CoolantSatFrac,DesignHeatAbsorption,RadiativeExcess,CopperRadArea,RegenerativeArMassFlow,TotalCoolantMassFlow,TubeLength,NumberTurns,ArSatTurns,CoolantSatTurns
1.0,510.0,100.0,50.6,57.2,3.0,2.0,0.9,20.0,0.001,1.0,,,,,,0.9,0.9,,,,,,2738.55,16.26,,
